ok,config_id,algoritmo,funcion,seed,batch_train,kernel,epsilon,smoothing,neighbors,degree,spearman,nrmse,nmae,elapsed_s,warnings,error,n_train,n_val
True,24,shade,f22,1,4,linear,0.1,0.0001,100,-1,0.762139053476337,0.0009719979345042074,0.00037972452792571894,0.016452958108857274,,,800,200
True,25,shade,f22,1,1,linear,0.1,0.001,25,-1,0.8405580139503488,0.0011496318470805473,0.0008435813579181894,0.0034703330602496862,,,800,200
True,25,shade,f22,1,2,linear,0.1,0.001,25,-1,0.6460181504537614,0.01557145509548075,0.0026035043121504504,0.003320208052173257,,,800,200
True,25,shade,f22,1,3,linear,0.1,0.001,25,-1,0.8088697217430436,0.00392999318587278,0.0018084834937607845,0.0036277088802307844,,,800,200
True,25,shade,f22,1,4,linear,0.1,0.001,25,-1,0.7278271956798921,0.006146525469317183,0.0022942797364247673,0.0037557079922407866,,,800,200
True,26,shade,f22,1,1,linear,0.1,0.001,50,-1,0.8702857571439288,0.000967562815075426,0.0007334300294040886,0.007166583091020584,,,800,200
True,26,shade,f22,1,2,linear,0.1,0.001,50,-1,0.5697817445436136,0.21870172155764403,0.016944804751177562,0.006919041974470019,,,800,200
True,26,shade,f22,1,3,linear,0.1,0.001,50,-1,0.8062806570164256,0.012534294133785092,0.0027802184789062403,0.007406875025480986,,,800,200
True,26,shade,f22,1,4,linear,0.1,0.001,50,-1,0.5575459386484662,0.010115970852131825,0.0032837694949081286,0.007444457849487662,,,800,200
True,27,shade,f22,1,1,linear,0.1,0.001,100,-1,0.8875301882547065,0.0009094076558839852,0.0006832074945833524,0.01605716603808105,,,800,200
True,27,shade,f22,1,2,linear,0.1,0.001,100,-1,0.16034350858771473,0.00782019207650215,0.0029618782657267998,0.015847292030230165,,,800,200
True,27,shade,f22,1,3,linear,0.1,0.001,100,-1,0.7814385359633992,0.00863919945139983,0.0021936965069115828,0.01627775002270937,,,800,200
True,27,shade,f22,1,4,linear,0.1,0.001,100,-1,-0.48446711167779194,0.020479654098725018,0.010007906226371092,0.016352124977856874,,,800,200
True,28,shade,f22,1,1,linear,0.1,0.01,25,-1,-0.15137328433210834,0.03286217896352803,0.006127036429633097,0.0034270419273525476,,,800,200
True,28,shade,f22,1,2,linear,0.1,0.01,25,-1,0.4644236105902648,0.007146136093557955,0.004055497897466794,0.003216792130842805,,,800,200
True,28,shade,f22,1,3,linear,0.1,0.01,25,-1,0.3705437635940899,0.32692948290284923,0.04313006042405053,0.003604958998039365,,,800,200
True,28,shade,f22,1,4,linear,0.1,0.01,25,-1,0.6695882397059928,0.024227651272988343,0.004870129254069938,0.0037462501786649227,,,800,200
True,29,shade,f22,1,1,linear,0.1,0.01,50,-1,0.5762409060226507,0.012299362215005268,0.005170717158720396,0.007123958086594939,,,800,200
True,29,shade,f22,1,2,linear,0.1,0.01,50,-1,0.48264606615165384,0.008082027579288322,0.0030968404199102416,0.006863083923235536,,,800,200
True,29,shade,f22,1,3,linear,0.1,0.01,50,-1,0.8265341633540839,0.0029157364190610675,0.0017416913833864839,0.007343583973124623,,,800,200
True,29,shade,f22,1,4,linear,0.1,0.01,50,-1,0.7053731343283584,0.005597438571973835,0.0025417832095827697,0.007412583101540804,,,800,200
True,30,shade,f22,1,1,linear,0.1,0.01,100,-1,0.6027915697892449,0.0016114737609540578,0.0012898092607287288,0.016004832927137613,,,800,200
True,30,shade,f22,1,2,linear,0.1,0.01,100,-1,0.4119207980199506,0.0047065886215193215,0.0026916764699160514,0.01578720798715949,,,800,200
True,30,shade,f22,1,3,linear,0.1,0.01,100,-1,0.7396069901747545,0.006772217844492125,0.002281970450569262,0.016293250024318695,,,800,200
True,30,shade,f22,1,4,linear,0.1,0.01,100,-1,0.5607005175129378,0.06789845130633465,0.007579570379480811,0.016299958107993007,,,800,200
True,31,shade,f22,1,1,linear,0.1,0.1,25,-1,-0.3268401710042751,0.0019113537252140632,0.0016692868942735377,0.003386375028640032,,,800,200
True,31,shade,f22,1,2,linear,0.1,0.1,25,-1,-0.4217175429385735,0.003922301277910951,0.0020819886606802365,0.00325820897705853,,,800,200
True,31,shade,f22,1,3,linear,0.1,0.1,25,-1,-0.5375159378984475,0.0020305978679339576,0.0018811233139307299,0.0036176659632474184,,,800,200
True,31,shade,f22,1,4,linear,0.1,0.1,25,-1,-0.5261786544663618,0.0023209190524502636,0.0021703099437956454,0.0037741248961538076,,,800,200
True,32,shade,f22,1,1,linear,0.1,0.1,50,-1,-0.16487362184054605,0.002638905711267375,0.0019429894281767026,0.007080000126734376,,,800,200
True,32,shade,f22,1,2,linear,0.1,0.1,50,-1,-0.23542638565964152,0.005931563603564693,0.0022536281145166957,0.006849750177934766,,,800,200
True,32,shade,f22,1,3,linear,0.1,0.1,50,-1,-0.44888472211805297,0.0021885785125645464,0.0019963807132675005,0.007384791038930416,,,800,200
True,32,shade,f22,1,4,linear,0.1,0.1,50,-1,-0.308139203480087,0.009047864706311437,0.0034847121311076465,0.007502667140215635,,,800,200
True,33,shade,f22,1,1,linear,0.1,0.1,100,-1,0.48154653866346664,0.004122785725850349,0.0023456730214959577,0.01600229204632342,,,800,200
True,33,shade,f22,1,2,linear,0.1,0.1,100,-1,-0.01893797344933623,0.03305914306697132,0.005388661792450263,0.015750874998047948,,,800,200
True,33,shade,f22,1,3,linear,0.1,0.1,100,-1,-0.17199279981999552,0.0031464221661221623,0.0025361207788596827,0.01623925007879734,,,800,200
True,33,shade,f22,1,4,linear,0.1,0.1,100,-1,0.5474071851796296,0.016918699024046125,0.004962848635434545,0.016276665963232517,,,800,200
